id,target,reading,english,part_of_speech,topic,source_id,source_entry,level_basis
ko-nikl-27613,건망증,,A symptom where the person cannot remember an experience or forgets easily.,noun,daily life > illness and symptoms,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=27613,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-27618,건방지다,,"Acting too proud of himself/herself, not realizing his/her real position.",descriptive verb,people > attitudes,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=27618,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-27631,건성,,Doing something insincerely and half-heartedly. / The attitude of someone who does things without thinking or paying attention.,noun,people > attitudes,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=27631,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-27634,건수,,The number of times in a particular event occurred.,noun,concepts > numbers,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=27634,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-27674,건축물,,A building or facilities built on ground.,noun,housing > building types,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=27674,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-27695,걷어차다,,To raise one's leg to kick something hard. / To end or give up one's relationship with something or someone.,verb,people > physical actions,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=27695,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-27736,걸음걸이,,The way one walks. / (figurative) The way one does work or how something is progressing.,noun,people > physical actions,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=27736,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-27745,걸터앉다,,To sit on the edge of a certain object.,verb,people > physical actions,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=27745,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-27786,검소,,"A state of not being luxurious or flamboyant, instead being plain.",noun,economy > economic conditions,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=27786,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-27822,검진,,Testing and examining the state of health.,noun,daily life > medical treatment,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=27822,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-27869,겉보기,,What shows on the outside.,noun,concepts > shape,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=27869,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-27929,게을리하다,,To act idle because one does not want to do something he/she is supposed to.,verb,people > attitudes,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=27929,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-27938,게재,,An act of publishing writings or pictures in a newspaper or magazine.,noun,social life > telecommunications,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=27938,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-27951,겨드랑이,,"The sunken part under an arm, joined to the shoulder. / The part of clothing that one's armpit touches when worn.",noun,people > body parts,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=27951,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-27955,겨루다,,To engage in a match to decide who is stronger or better.,verb,social life > social activities,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=27955,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-28017,격식,,A predetermined method that is fitting for the level or atmosphere of a certain social gathering.,noun,social life > social conditions,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=28017,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-28078,견과,,"The fruit from a tree, such as chestnut, walnut, ginkgo, etc., which has one seed inside a hard shell.",noun,food > fruit,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=28078,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-28097,견제,,Keeping someone from acting freely or becoming stronger.,noun,social life > social activities,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=28097,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-28128,결단력,,The ability to judge what is important and making a final decision.,noun,people > abilities,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=28128,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-28157,결별,,Ending a relationship and parting.,noun,social life > social activities,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=28157,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-28203,결의,,Making a decision in a meeting after hearing various opinions.,noun,social life > social activities,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=28203,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-28214,결재,,"The approval of a superior, who is authorized to decide, about a plan submitted by a subordinate.",noun,social life > workplace life,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=28214,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-28298,겸허,,Not showing off and voluntarily acting humbly.,noun,people > attitudes,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=28298,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-28326,경건하다,,Respectful and solemn about someone or something.,descriptive verb,people > emotions,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=28326,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-28335,경고문,,A piece of writing advising caution regarding or to refrain from a certain thing.,noun,social life > communication tools,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=28335,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-28362,경련,,A symptom in which muscles suddenly contract or tremble.,noun,daily life > illness and symptoms,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=28362,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-28378,경매,,A way of selling an object or objects to the person who will pay the highest price among many potential buyers.,noun,economy > economic activities,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=28378,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-28379,경멸,,Looking down on someone with an attitude of extreme dislike or disdain.,noun,people > attitudes,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=28379,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-28398,경비,,"The act of keeping an eye on a building or area in order to prevent theft, break-ins and other such crimes. / A person who keeps an eye on a building or area in order to prevent theft, break-ins and other such crimes.",noun,social life > occupations,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=28398,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-28407,경사,,"An area where the ground is inclined, or the state or degree of being slanted.",noun,concepts > shape,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=28407,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-28427,경솔하다,,Careless and thoughtless in speaking or behaving.,descriptive verb,people > attitudes,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=28427,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-28436,경악,,The state of being very surprised at a bad incident.,noun,people > emotions,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=28436,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-28451,경영진,,A group of people who are in charge of managing and operating a business or company.,noun,economy > economic actors,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=28451,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
